transaction_id,vehicle_id,customer_id,salesperson_id,dealership_id,sale_date,sale_price,trade_in_vehicle_id,financing_type,sale_status
60249,52486,14266,2016,1003,2026-05-20,45032.22,51003,LEASE,completed
60250,51622,12846,2005,1003,2026-06-02,49467.48,54032,lease ,completed
60251,51456,13917,2009,1003,2026-04-15,36540.34,,finance,completed
60252,53130,12240,2015,1004,2025-07-15,51405.56,,LEASE,completed
60253,53233,13760,2001,1006,2026-05-18,42574.92,,Finance,completed
60254,53554,13029,2011,1005,2026-01-26,18630.66,51497,finance,completed
60255,54020,13642,2005,1001,2025-08-17,24368.26,,leasee,completed
60256,53369,13613,2001,1006,2026-05-01,51131.6,,Finance,completed
60257,52762,14946,2017,1003,2026-05-23,24669.4,,Lease,completed
60258,52267,11774,2025,1003,2024-12-17,23545.29,,CASH,completed
60259,52358,11959,2021,1004,2026-06-13,21282.9,51214,CASH,completed
60260,53312,14097,2005,1001,2026-05-30,34216.64,,Lease,completed
60261,51232,12592,2021,1006,2025-09-12,31783.07,,finance ,completed
60262,777777777,14183,2026,1003,2024-09-17,50364.7,,finance ,completed
60263,52214,11478,2030,1004,2024-12-06,27219.12,,cash,completed
60264,53516,11229,2006,1002,2025-12-18,15056.91,,finance ,completed
60265,52958,15138,2028,1004,2026-04-16,42456.82,,FINANCE,completed
60266,53409,12855,2027,1003,2026-04-22,24246.37,50342,LEASE,completed
60267,50088,11290,2009,1005,2026-04-28,25064.75,,leasee,completed
60268,52379,11979,2019,1001,2025-02-24,17094.41,,lease,completed
60269,50733,12346,2028,1002,2025-12-13,40610.8,,lease ,completed
60270,52807,11156,2022,1006,2024-09-08,41695.65,,LEASE,completed
60271,52455,12342,2003,1006,2024-10-31,26228.63,,FINANCE,completed
60272,53370,13648,2017,1005,2026-04-18,37960.64,50321,cash,completed
60273,51981,10943,2001,1005,2025-02-26,37202.54,,leasee,completed
60274,52702,12347,2021,1002,2025-05-02,21618.45,,Finance,completed
60275,52248,10083,2017,1005,2025-01-01,9064.08,,lease ,completed
60276,50360,11543,2008,1005,2025-08-21,16046.66,,cash,completed
60277,53487,12067,2010,1001,2025-08-30,10816.87,,lease ,completed
60278,51611,10047,2008,1004,2024-10-20,15608.56,,cash ,completed
60279,53685,11872,2029,1003,2025-08-28,39667.6,,finance,completed
60280,51126,11476,2017,1005,2026-03-08,32345.64,,cash,completed
60281,52852,11529,2018,1005,2025-09-16,43506.16,,lease,completed
60282,777777777,14647,2007,1001,2025-09-25,46921.91,,finance,completed
60283,52473,11436,2011,1003,2026-01-11,34463.95,,cash,completed
60284,53759,13571,2029,1005,2024-10-17,43502.87,52444,cash,completed
60285,53887,12487,2008,1003,2024-10-25,23199.54,,Lease,completed
60286,52046,11262,2001,1006,2026-02-24,22603.07,,finance ,completed
60287,51678,12093,2004,1004,2026-03-01,21400.77,,Cash,completed
60288,50701,13207,2006,1002,2025-10-23,35790.02,,cash,completed
60289,52163,14455,2004,1004,2025-12-08,39635.15,,finance,completed
60290,51165,13311,2012,1006,2026-05-17,17012.35,,lease,completed
60291,53590,13068,2017,1004,2026-04-13,37542.01,,cash,completed
60292,53256,13133,2008,1002,2026-06-27,13451.97,,cash,completed
60293,53447,14695,2007,1003,2025-05-23,28231.94,,lease,completed
60294,51999,11199,2024,1003,2026-05-28,47964.91,,lease,completed
60295,53413,12510,2030,1005,2026-05-15,15256.79,,finance,completed
60296,53666,12754,2025,1002,2026-05-20,17847.75,,finance,completed
60297,50438,11040,2009,1001,2026-05-12,43849.1,,CASH,completed
60298,52909,13553,2007,1006,2026-06-22,43369.61,,finance,completed
60299,53148,13614,2007,1002,2025-09-11,52643.8,52439,lease,completed
60300,53266,13451,2005,1004,2025-08-31,19621.85,52391,Lease,completed
60301,53431,13282,2001,1001,2025-09-09,53918.89,,cash,completed
60302,52028,15162,2003,1003,2024-12-04,26872.66,,FINANCE,completed
60303,52081,11301,2003,1006,2024-12-31,36919.57,,cash,completed
60304,50176,14237,2010,1004,2025-05-04,46672.46,,Lease,completed
60305,52994,13330,2018,1003,2025-10-20,34960.39,,finance,completed
60306,51223,13944,2029,1006,2025-08-27,37332.1,53258,finance,completed
60307,52871,11886,2022,1001,2026-05-20,19694.21,,finance,completed
60308,51508,13476,2004,1002,2026-03-04,15737.63,52447,FINANCE,completed
60309,50322,10792,2024,1006,2026-05-07,26035.5,,cash,completed
60310,54017,13894,2004,1004,2026-01-18,51293.99,,leasee,completed
60311,53363,14393,2016,1006,2025-12-03,49440.29,50116,cash,completed
60312,50368,11350,2006,1002,2026-03-18,10169.12,,finance,completed
60313,51196,14157,2003,1005,2026-02-13,26634.27,51906,finance,completed
60314,53737,10362,2027,1003,2026-06-02,45627.47,,lease ,completed
60315,51352,12659,2013,1006,2025-04-19,15826.17,50621,FINANCE,completed
60316,50523,12077,2001,1005,2025-04-11,18413.5,,finance,completed
60317,52543,12229,2002,1004,2025-09-18,16674.26,,finance ,completed
60318,50724,14037,2023,1003,2026-06-13,9578.56,,finance,completed
60319,51325,10368,2010,1005,2025-12-29,38266.54,,leasee,completed
60320,52232,13211,2017,1003,2026-05-14,12817.08,50756,leasee,completed
60321,53776,10084,2017,1006,2025-12-23,53294.74,,cash,completed
60322,53086,10095,2020,1004,2026-06-30,49484.67,50865,finance,completed
60323,53896,10727,2011,1003,2025-06-17,11635.93,,cash,completed
60324,51948,14775,2025,1006,2025-05-14,49087.39,,finance ,completed
60325,51618,12795,2025,1002,2026-07-03,26360.92,,finance ,completed
60326,52669,13229,2024,1002,2025-07-04,35495.72,,leasee,completed
60327,51600,13382,2019,1002,2024-02-20,43097.57,50804,lease,completed
60328,51586,11591,2010,1002,2026-06-14,31599.26,,CASH,completed
60329,52619,11571,2012,1001,2025-06-09,46550.04,50577,finance ,completed
60330,51720,14283,2030,1004,2026-05-05,12978.8,,lease ,completed
60331,51177,11388,2009,1001,2026-06-16,48996.65,50389,finance ,completed
60332,53300,14510,2028,1005,2026-06-15,16279.7,51310,finance,completed
60333,50719,13502,2023,1001,2025-03-13,53400.09,,finance ,completed
60334,51974,12982,2027,1002,2025-12-12,28832.93,,lease ,completed
60335,50686,10405,2021,1003,2026-04-14,39311.77,,lease,completed
60336,50489,10785,2016,1002,2025-01-12,36789.83,,Cash,completed
60337,53085,13305,2019,1002,2025-06-06,17182.43,52600,Finance,completed
60338,53448,10788,2009,1006,2024-02-09,40903.3,,LEASE,completed
60339,52934,11812,2007,1001,2025-12-12,18217.71,,cash ,completed
60340,50512,12335,2016,1005,2026-06-29,49832.71,,FINANCE,completed
60341,53766,13753,2009,1003,2026-04-14,43417.87,52113,Lease,completed
60342,51891,14390,2021,1006,2026-04-11,20105.44,,cash,completed
60343,50070,13911,2019,1005,2026-03-11,45384.98,,Cash,completed
60344,52190,12981,2010,1002,2026-05-31,11849.6,,lease ,completed
60345,51146,13023,2012,1006,2025-08-04,11918.19,,leasee,completed
60346,53709,13675,2018,1004,2026-03-14,25827.21,53380,CASH,completed
60347,51874,13950,2029,1005,2026-07-02,31863.7,,Finance,completed
60348,50436,10855,2016,1004,2026-01-14,28307.13,,finance,completed
60349,52083,10544,2008,1004,2026-05-20,34528.11,50995,finance ,completed
60350,51391,14122,2014,1002,2026-04-22,10266.41,,Lease,completed
60351,51115,11364,2011,1001,2024-02-08,45416.68,,Cash,completed
60352,53563,14762,2013,1005,2024-03-25,22717.45,,lease ,completed
60353,52388,10719,2021,1005,2024-12-27,33868.14,,finance,completed
60354,50190,11752,2002,1005,2026-02-19,9759.46,,LEASE,completed
60355,53825,14304,2004,1003,2023-10-28,44071.22,,FINANCE,completed
60356,52518,11016,2001,1002,2026-06-28,36547.95,52085,LEASE,completed
60357,53419,13029,2009,1002,2025-06-10,27817.24,53398,cash,completed
60358,53659,14447,2006,1003,2026-02-08,22771.21,53178,finance,completed
60359,52005,12881,2015,1006,2024-07-27,34075.61,,cash,completed
60360,53521,999999999,2005,1002,2026-03-18,21280.96,,Cash,completed
60361,53490,11155,2003,1001,2025-08-20,48409.26,,leasee,completed
60362,51813,12323,2026,1003,2026-05-26,42827.22,,LEASE,completed
60363,52319,11912,2008,1002,2026-03-27,43314.04,51798,cash ,completed
60364,50878,12398,2002,1005,2025-02-26,22726.52,50411,lease ,completed
60365,53087,10876,2014,1001,2026-03-24,38555.9,52434,lease,completed
60366,51509,13374,2021,1005,2026-04-25,39802.6,,finance ,completed
60367,52275,14976,2010,1004,2026-03-27,36474.03,,cash ,completed
60368,52636,14874,2021,1004,2024-08-14,18393.19,,Finance,completed
60369,50583,10983,2012,1001,2026-04-08,15483.82,,cash ,completed
60370,52614,14011,2008,1005,2025-04-07,21327.02,53427,cash ,completed
60371,50764,11530,2013,1002,2026-05-13,12275.18,51029,Lease,completed
60372,53622,13000,2025,1005,2025-06-26,35701.35,,finance,completed
60373,50407,11479,2023,1003,2024-12-06,13680.31,,leasee,completed
60374,52051,14410,2007,1006,2026-06-16,22096.91,,cash,completed
60375,53366,15027,2024,1003,2024-11-16,31806.92,,lease,completed
60376,53972,11538,2011,1001,2026-03-17,19013.69,,lease,completed
60377,50876,10718,2027,1003,2025-11-04,28162.79,50219,FINANCE,completed
60378,53959,13307,2020,1001,2026-05-31,47117.74,,LEASE,completed
60379,50598,10359,2012,1001,2025-03-20,22609.23,,lease,completed
60380,52615,11706,2008,1006,2026-01-11,57793.94,,finance,completed
60381,51046,10631,2014,1006,2026-04-16,30367.14,,lease,completed
60382,52929,12543,2014,1001,2025-03-02,20594.03,,leasee,completed
60383,51539,10734,2014,1003,2026-06-30,19812.83,53673,LEASE,completed
60384,50865,10483,2029,1003,2026-01-30,42994.03,50448,cash ,completed
60385,53730,10178,2011,1001,2025-11-02,34993.63,,CASH,completed
60386,52010,12566,2029,1002,2024-12-15,38559.12,,Lease,completed
60387,50494,999999999,2017,1004,2026-03-01,37506.19,50767,Lease,completed
60388,53707,11621,2009,1004,2025-07-15,46236.32,,LEASE,completed
60389,50204,14681,2030,1006,2025-01-27,42562.9,,LEASE,completed
60390,52152,13392,2023,1005,2026-01-08,30832.67,53329,lease ,completed
60391,50579,10517,2010,1005,2026-01-17,50762.15,,finance,completed
