lead_id,customer_id,source_channel,campaign_name,created_at,converted_flag
40069,10483,web ,spring_sale,2024-09-03 17:19:07,true
40070,13351,phone,service_reminder,2025-07-21 04:57:42,false
40071,10005,phone,trade_in_bonus,2025-12-04 20:59:41,false
40072,13840,web,service_reminder,2024-11-04 19:47:45,true
40073,12669,web,0_apr_event,2025-11-06 19:30:18,true
40074,13757,walk-in,0_apr_event,2025-04-01 23:26:25,true
40075,15154,web,service_reminder,2025-05-06 20:47:43,false
40076,11376,phone,trade_in_bonus,2025-06-21 23:55:13,false
40077,10589,PHONE,spring_sale,2026-04-08 20:21:17,false
40078,13449,Referal,trade_in_bonus,2026-03-26 06:26:28,false
40079,12317,phone,trade_in_bonus,2026-02-13 07:02:15,true
40080,13571,third_party_site,service_reminder,2025-04-03 23:55:21,true
40081,12875,WEB,service_reminder,2024-07-23 05:24:04,true
40082,10242,third_party_site,trade_in_bonus,2024-12-11 08:13:28,true
40083,11268,web,service_reminder,2025-11-19 13:29:09,false
40084,12646,referral,0_apr_event,2025-01-24 04:23:02,true
40085,11465,REFERRAL,spring_sale,2024-12-25 04:40:46,false
40086,12274,walk-in ,trade_in_bonus,2026-01-09 04:34:57,true
40087,14101,phone,service_reminder,2025-05-16 12:16:11,true
40088,10556,walk-in,0_apr_event,2024-10-14 09:21:23,false
40089,10949,walk-in,service_reminder,2025-11-11 18:12:36,false
40090,12722,REFERRAL,service_reminder,2025-08-15 23:10:33,true
40091,10248,phone,0_apr_event,2025-12-05 11:25:56,false
40092,10069,REFERRAL,0_apr_event,2025-03-17 21:56:53,true
40093,14355,phone ,0_apr_event,2026-05-05 23:16:09,true
40094,11565,Referal,trade_in_bonus,2026-01-26 14:23:59,false
40095,14889,walk-in,trade_in_bonus,2025-07-22 12:25:01,false
40096,10287,PHONE,0_apr_event,2024-07-16 19:09:42,false
40097,10716,phone,0_apr_event,2025-06-21 18:26:44,true
40098,11645,phone ,0_apr_event,2025-09-10 00:14:48,true
40099,11415,PHONE,0_apr_event,2025-04-05 16:20:37,false
40100,12739,third_party_site,spring_sale,2024-11-25 14:55:28,false
40101,11307,WEB,0_apr_event,2025-12-22 07:20:01,false
40102,13250,Referal,spring_sale,2025-02-07 05:44:28,false
40103,13536,REFERRAL,trade_in_bonus,2025-01-04 15:46:30,true
40104,12144,phone,spring_sale,2024-12-10 14:36:19,true
40105,14326,WEB,service_reminder,2025-08-24 13:54:04,true
40106,14385,referral,0_apr_event,2025-12-01 01:17:29,true
40107,12475,third_party_site,trade_in_bonus,2024-07-16 22:39:55,false
40108,13994,THIRD_PARTY_SITE,spring_sale,2025-04-23 23:07:31,true
40109,10149,referral,0_apr_event,2024-12-21 22:16:46,true
40110,12194,WEB,trade_in_bonus,2026-01-20 18:17:48,false
40111,10207,referral,spring_sale,2025-10-14 07:48:41,true
40112,11814,Referal,spring_sale,2025-04-17 12:11:32,true
40113,11933,web,service_reminder,2025-05-28 08:00:46,false
40114,13425,WEB,spring_sale,2024-10-04 13:31:16,true
40115,12381,phone,service_reminder,2026-04-21 09:51:54,false
40116,10941,walk-in ,trade_in_bonus,2024-08-25 22:17:55,false
40117,10423,phone ,0_apr_event,2024-12-01 17:17:56,false
40118,11411,phone,trade_in_bonus,2024-08-03 23:12:35,true
40119,10648,Referal,0_apr_event,2026-06-30 00:28:44,false
40120,12900,phone,service_reminder,2024-10-17 17:33:58,false
40121,14197,WEB,spring_sale,2025-03-15 15:54:11,false
40122,15109,referral,0_apr_event,2025-10-16 20:41:22,true
40123,14668,phone ,spring_sale,2024-09-03 13:18:45,false
40124,10324,third_party_site,trade_in_bonus,2026-02-10 19:53:53,false
40125,11067,WALK-IN,spring_sale,2026-04-04 17:42:35,false
40126,12222,third_party_site,service_reminder,2025-04-13 11:10:53,false
40127,11527,phone,trade_in_bonus,2026-04-23 17:35:29,false
40128,12975,phone ,0_apr_event,2025-03-29 02:46:03,false
40129,10110,REFERRAL,trade_in_bonus,2025-12-01 09:50:19,false
40130,10297,THIRD_PARTY_SITE,0_apr_event,2025-11-20 09:09:37,false
40131,12288,walk-in,0_apr_event,2025-03-06 01:32:15,true
40132,10125,phone,0_apr_event,2026-04-24 03:21:26,false
40133,11457,Referal,trade_in_bonus,2026-03-27 14:02:38,false
40134,11338,WALK-IN,service_reminder,2024-11-08 20:26:35,true
40135,11426,phone ,trade_in_bonus,2026-01-06 15:22:31,false
40136,11687,third_party_site ,0_apr_event,2026-01-28 07:52:12,false
40137,10269,WALK-IN,spring_sale,2026-03-30 00:39:32,true
40138,14073,web,service_reminder,2026-01-15 05:19:18,true
40139,12973,WEB,service_reminder,2026-06-02 11:28:06,false
40140,11829,REFERRAL,0_apr_event,2024-08-21 19:11:18,true
40141,12310,walk-in,spring_sale,2024-09-11 18:53:07,true
40142,11953,web,service_reminder,2024-11-16 01:08:23,false
40143,10410,phone,service_reminder,2024-09-08 09:11:26,false
40144,15200,walk-in,spring_sale,2025-06-11 03:58:03,true
40145,10504,referral,trade_in_bonus,2025-10-20 08:26:12,false
40146,13837,THIRD_PARTY_SITE,service_reminder,2026-07-06 14:47:26,true
40147,14475,phone,service_reminder,2025-04-15 16:31:59,false
40148,11544,REFERRAL,trade_in_bonus,2025-12-25 21:22:47,false
40149,11852,THIRD_PARTY_SITE,trade_in_bonus,2025-05-30 04:04:33,false
40150,14035,phone,trade_in_bonus,2025-06-13 23:07:59,false
40151,12967,phone ,spring_sale,2026-06-10 21:55:15,true
40152,14270,third_party_site ,trade_in_bonus,2024-12-09 13:29:41,true
40153,12310,third_party_site ,service_reminder,2025-04-10 14:08:03,true
40154,13101,WALK-IN,service_reminder,2024-08-09 00:21:35,false
40155,14142,REFERRAL,spring_sale,2025-07-19 01:40:57,false
40156,15127,THIRD_PARTY_SITE,0_apr_event,2025-08-01 15:01:47,false
40157,13890,web,trade_in_bonus,2025-12-26 12:26:58,true
40158,11978,walk-in,trade_in_bonus,2025-06-18 11:51:24,false
40159,10666,phone,0_apr_event,2026-04-07 20:48:49,false
40160,13647,phone,service_reminder,2026-02-26 21:01:31,true
40161,10643,walk-in ,0_apr_event,2026-03-21 12:02:10,false
40162,14799,walk-in,spring_sale,2025-01-14 22:04:31,false
40163,11417,walk-in ,spring_sale,2026-04-30 18:37:19,true
40164,13774,walk-in,service_reminder,2025-09-26 03:41:41,false
40165,11612,third_party_site,0_apr_event,2024-08-20 01:42:47,false
40166,14610,third_party_site,service_reminder,2024-12-31 22:38:03,true
40167,14539,WALK-IN,spring_sale,2025-07-30 09:37:59,true
40168,11011,web,spring_sale,2025-08-08 18:33:18,false
40169,13341,phone,service_reminder,2026-04-01 02:14:01,true
40170,12637,phone ,0_apr_event,2025-10-26 20:08:15,true
40171,14774,web,service_reminder,2026-04-10 11:43:24,true
40172,10115,third_party_site,spring_sale,2025-06-12 09:52:33,false
40173,12893,third_party_site,trade_in_bonus,2026-06-27 05:20:04,false
40174,11430,phone ,service_reminder,2024-11-06 08:05:59,false
40175,11053,third_party_site ,trade_in_bonus,2026-02-15 09:29:34,true
40176,12829,web,spring_sale,2025-09-05 10:05:52,false
40177,12719,WEB,trade_in_bonus,2026-01-10 18:51:47,false
40178,11926,REFERRAL,service_reminder,2025-08-09 09:29:52,false
40179,13666,phone,service_reminder,2026-05-26 17:32:10,true
40180,11066,phone ,service_reminder,2025-07-05 07:36:20,false
40181,,web,0_apr_event,2026-02-14 07:19:17,false
40182,12104,web,service_reminder,2025-08-02 04:45:13,true
40183,15143,walk-in,service_reminder,2025-12-24 06:44:02,true
40184,14723,third_party_site,service_reminder,2024-10-22 11:19:33,false
40185,13220,phone,0_apr_event,2024-11-16 09:14:14,false
40186,10739,phone,trade_in_bonus,2025-09-05 13:57:39,false
40187,13017,phone,trade_in_bonus,2026-01-22 23:51:14,true
40188,12853,walk-in,0_apr_event,2025-01-12 17:09:15,true
40189,12670,third_party_site,service_reminder,2026-05-19 02:34:34,false
40190,10087,phone,spring_sale,2026-01-14 15:48:53,false
40191,11835,third_party_site ,service_reminder,2024-10-29 13:17:08,false
40192,13402,WEB,service_reminder,2024-08-30 12:39:11,true
40193,14977,walk-in,trade_in_bonus,2025-10-27 22:07:47,true
40194,13235,walk-in,0_apr_event,2025-07-14 11:13:51,false
40195,12095,walk-in,0_apr_event,2025-06-03 00:19:46,true
40196,12760,phone,trade_in_bonus,2025-05-21 04:56:04,true
40197,13227,walk-in,trade_in_bonus,2026-06-07 23:04:58,true
40198,10441,referral,service_reminder,2025-06-09 17:12:54,false
40199,14182,phone,0_apr_event,2026-06-09 10:06:50,true
40200,12982,walk-in,trade_in_bonus,2026-06-13 07:18:01,false
40201,11312,PHONE,0_apr_event,2024-11-15 14:43:58,false
40202,13841,web ,0_apr_event,2025-10-08 06:36:29,false
40203,14791,web,spring_sale,2025-02-12 14:31:55,true
40204,14958,phone,0_apr_event,2024-09-15 22:01:57,false
40205,11500,phone,spring_sale,2026-04-27 01:08:46,true
40206,11777,WEB,trade_in_bonus,2026-04-25 19:18:40,false
40207,11598,phone ,service_reminder,2025-07-27 04:05:50,true
40208,12046,phone ,spring_sale,2025-01-27 04:09:16,false
40209,10685,walk-in,0_apr_event,2025-11-14 20:49:28,true
40210,13068,web ,service_reminder,2024-10-14 13:21:58,true
40211,12987,REFERRAL,trade_in_bonus,2024-11-12 16:25:57,true
40212,12962,walk-in ,service_reminder,2025-08-27 13:35:40,true
40213,13582,walk-in,trade_in_bonus,2025-12-21 10:36:45,true
40214,11453,THIRD_PARTY_SITE,trade_in_bonus,2024-12-01 06:55:48,false
40215,14450,phone,spring_sale,2024-07-21 12:54:26,false
40216,11589,Referal,0_apr_event,2024-11-03 01:54:47,false
40217,13364,third_party_site ,service_reminder,2025-02-04 00:51:57,false
40218,12949,referral,service_reminder,2026-07-01 01:31:19,true
40219,12011,web,spring_sale,2025-04-05 09:06:02,false
40220,10404,third_party_site,service_reminder,2025-06-09 17:16:27,false
40221,12544,referral,0_apr_event,2024-12-14 01:49:31,true
40222,12622,third_party_site,spring_sale,2024-11-06 20:37:38,true
40223,14556,phone,service_reminder,2025-06-28 10:10:17,false
40224,13566,WEB,service_reminder,2024-12-01 14:33:16,false
40225,13147,Referal,0_apr_event,2025-11-18 15:16:46,true
40226,11917,Referal,service_reminder,2026-06-17 00:24:38,false
40227,13346,WALK-IN,service_reminder,2024-12-04 23:39:36,true
40228,13526,walk-in,spring_sale,2025-05-21 16:13:19,false
40229,,walk-in,0_apr_event,2024-11-19 12:27:53,true
40230,14086,walk-in ,0_apr_event,2026-03-01 03:55:34,true
40231,11349,web ,spring_sale,2026-06-02 22:09:17,false
40232,10032,Referal,trade_in_bonus,2025-05-08 20:00:45,false
40233,,phone,trade_in_bonus,2025-10-11 20:16:07,true
40234,14813,phone,trade_in_bonus,2026-04-13 23:19:12,false
40235,14687,third_party_site ,spring_sale,2024-09-20 01:58:18,true
40236,12442,PHONE,service_reminder,2025-04-10 10:52:16,false
40237,15030,phone ,service_reminder,2025-08-31 14:11:13,false
40238,14880,referral ,service_reminder,2025-04-18 17:18:32,true
40239,15176,third_party_site ,0_apr_event,2026-05-16 07:24:45,false
40240,14923,phone,service_reminder,2026-05-07 09:20:30,true
40241,12623,walk-in ,service_reminder,2025-02-23 17:01:03,false
40242,13960,REFERRAL,service_reminder,2026-03-29 09:44:05,true
40243,11821,third_party_site ,service_reminder,2026-04-02 00:24:20,false
40244,10596,third_party_site,service_reminder,2025-01-29 00:42:32,false
40245,14855,THIRD_PARTY_SITE,trade_in_bonus,2024-07-17 14:10:57,true
40246,10332,web,0_apr_event,2026-05-25 07:46:23,true
40247,12873,web,trade_in_bonus,2025-11-16 14:03:51,false
40248,12985,referral,0_apr_event,2025-09-23 08:07:41,true
40249,12272,REFERRAL,0_apr_event,2025-06-27 15:40:42,false
40250,13845,WEB,trade_in_bonus,2025-07-17 09:26:43,true
40251,10454,phone ,trade_in_bonus,2025-09-22 19:20:37,true
40252,11596,Referal,0_apr_event,2025-11-11 06:46:10,true
40253,11282,THIRD_PARTY_SITE,spring_sale,2025-01-31 16:35:15,false
40254,14304,phone,0_apr_event,2025-10-29 21:43:17,false
40255,14523,walk-in,trade_in_bonus,2026-05-25 15:30:45,false
40256,13481,walk-in,service_reminder,2024-09-21 22:08:14,false
40257,14223,walk-in,service_reminder,2026-04-09 11:54:19,false
40258,,phone,0_apr_event,2026-02-12 21:21:10,false
40259,10453,referral ,0_apr_event,2025-11-24 15:25:21,true
40260,11151,third_party_site,trade_in_bonus,2024-09-07 19:28:08,true
40261,10142,PHONE,trade_in_bonus,2025-05-30 15:27:57,true
40262,11211,PHONE,0_apr_event,2025-12-13 15:16:23,false
40263,10129,referral ,spring_sale,2024-11-25 07:20:14,false
40264,10992,web,service_reminder,2024-08-04 08:46:27,false
40265,14515,PHONE,0_apr_event,2025-01-30 00:42:12,false
40266,14836,third_party_site,spring_sale,2025-11-16 03:04:10,false
40267,,referral ,trade_in_bonus,2025-06-04 23:12:26,true
40268,13211,Referal,trade_in_bonus,2026-06-07 02:53:35,false
40269,15073,referral,service_reminder,2025-11-19 17:22:49,true
40270,11556,web,service_reminder,2024-12-01 08:57:49,false
40271,11053,third_party_site,0_apr_event,2025-03-04 00:33:07,false
40272,14529,phone,trade_in_bonus,2025-12-15 05:45:10,false
40273,14266,REFERRAL,service_reminder,2025-10-15 17:23:04,true
40274,14699,walk-in ,spring_sale,2025-07-13 05:16:17,true
40275,13928,walk-in,service_reminder,2025-03-18 19:41:29,true
40276,14336,REFERRAL,spring_sale,2024-08-12 16:52:46,false
40277,14112,walk-in,spring_sale,2024-08-15 08:52:57,false
40278,11630,third_party_site,service_reminder,2025-06-30 21:27:23,false
40279,10377,phone,service_reminder,2024-09-12 21:18:53,false
40280,12867,third_party_site ,service_reminder,2024-09-29 08:53:47,true
40281,12680,referral,spring_sale,2024-11-19 19:35:01,false
40282,13621,PHONE,0_apr_event,2025-03-20 02:41:33,true
40283,11466,referral,spring_sale,2025-04-08 03:34:11,false
40284,14331,PHONE,trade_in_bonus,2024-09-22 17:54:04,false
40285,12392,Referal,trade_in_bonus,2026-04-21 23:58:52,true
40286,11253,referral,spring_sale,2026-04-28 00:40:23,false
40287,10486,phone ,trade_in_bonus,2024-10-29 14:09:12,true
40288,10113,third_party_site,service_reminder,2024-08-20 11:03:07,true
40289,13005,phone,spring_sale,2025-01-25 21:27:58,true
40290,10137,Referal,0_apr_event,2025-10-05 21:15:15,true
40291,,referral ,0_apr_event,2026-03-21 18:34:33,true
40292,14537,THIRD_PARTY_SITE,trade_in_bonus,2025-11-14 17:31:38,false
40293,,third_party_site,service_reminder,2025-10-16 21:51:47,false
40294,12522,THIRD_PARTY_SITE,0_apr_event,2026-06-26 05:02:30,false
40295,14147,WEB,service_reminder,2025-04-19 19:35:51,true
40296,13306,Referal,trade_in_bonus,2025-06-03 05:37:17,true
40297,12665,third_party_site,service_reminder,2025-03-04 07:10:42,true
40298,11810,walk-in ,spring_sale,2025-11-18 06:22:42,false
40299,11508,referral ,service_reminder,2024-08-15 20:27:05,false
40300,14977,web,spring_sale,2024-08-20 08:01:07,false
40301,14848,third_party_site,0_apr_event,2025-04-16 06:40:25,false
40302,11358,referral,0_apr_event,2026-02-22 06:46:30,true
40303,13085,web,spring_sale,2024-08-10 18:36:34,false
40304,14079,web,service_reminder,2025-07-07 10:52:00,false
40305,14596,WEB,spring_sale,2026-02-22 00:27:32,true
40306,14470,Referal,spring_sale,2025-12-09 10:30:03,true
40307,12989,web,service_reminder,2024-08-20 15:54:50,false
40308,13350,PHONE,0_apr_event,2024-10-14 14:07:15,false
40309,11269,REFERRAL,service_reminder,2026-03-24 09:59:25,true
40310,13297,third_party_site,service_reminder,2026-06-08 15:47:31,true
40311,11326,third_party_site ,service_reminder,2024-07-31 19:45:15,false
40312,12981,web,service_reminder,2024-11-15 18:14:18,true
40313,11897,walk-in,0_apr_event,2024-10-26 04:06:05,false
40314,13476,web ,trade_in_bonus,2026-02-07 22:56:52,false
40315,10676,referral ,service_reminder,2025-03-07 01:22:48,true
40316,12728,web ,0_apr_event,2024-10-28 12:24:29,true
40317,13524,referral ,0_apr_event,2025-02-22 22:35:40,true
40318,13393,third_party_site ,0_apr_event,2024-12-19 08:25:57,false
40319,14697,WEB,service_reminder,2024-12-14 23:21:51,true
40320,14146,phone,trade_in_bonus,2025-09-05 09:16:05,true
40321,14486,walk-in,trade_in_bonus,2024-11-12 04:12:53,false
40322,11350,REFERRAL,service_reminder,2025-07-18 06:50:28,false
40323,,phone ,spring_sale,2024-11-13 22:45:20,false
40324,12214,WEB,service_reminder,2024-07-26 18:32:01,true
40325,11567,REFERRAL,0_apr_event,2025-07-10 00:26:56,false
40326,10708,THIRD_PARTY_SITE,trade_in_bonus,2024-11-07 09:40:30,false
40327,10724,walk-in ,spring_sale,2025-01-31 12:20:42,false
40328,10073,third_party_site ,0_apr_event,2026-04-28 22:59:46,true
40329,15149,REFERRAL,service_reminder,2024-09-23 16:46:23,false
40330,,phone,0_apr_event,2026-05-19 12:51:48,true
40331,13594,walk-in,spring_sale,2025-09-13 00:07:09,true
40332,11684,referral,trade_in_bonus,2025-05-08 02:02:14,true
40333,10863,WALK-IN,service_reminder,2025-01-16 23:23:07,false
40334,12028,WALK-IN,service_reminder,2026-04-02 12:44:18,true
40335,13519,phone ,service_reminder,2025-01-15 13:23:35,false
40336,14168,web ,service_reminder,2025-10-18 16:30:12,false
40337,13751,REFERRAL,0_apr_event,2026-06-12 12:16:04,false
40338,11589,WEB,service_reminder,2024-08-29 23:31:37,false
40339,14055,walk-in,service_reminder,2024-11-10 20:34:22,false
40340,14945,web ,trade_in_bonus,2024-12-15 16:38:10,false
40341,13598,THIRD_PARTY_SITE,trade_in_bonus,2025-09-06 09:54:32,true
40342,13251,WEB,spring_sale,2026-04-27 11:42:24,false
40343,10122,REFERRAL,0_apr_event,2025-10-22 04:07:55,true
40344,14544,THIRD_PARTY_SITE,trade_in_bonus,2025-02-05 16:54:15,true
40345,12613,web,spring_sale,2025-09-01 12:07:47,false
40346,14429,WEB,trade_in_bonus,2025-10-11 19:09:31,false
40347,10478,WEB,0_apr_event,2025-12-03 23:41:44,true
40348,12897,REFERRAL,service_reminder,2024-10-11 20:18:54,true
40349,12016,referral,0_apr_event,2025-04-23 02:10:11,true
40350,,phone,spring_sale,2024-07-28 18:07:46,false
40351,11931,phone ,spring_sale,2024-10-14 01:42:04,false
40352,11157,PHONE,trade_in_bonus,2024-09-28 10:58:24,false
40353,14051,THIRD_PARTY_SITE,trade_in_bonus,2025-09-18 21:02:27,false
40354,14508,walk-in,spring_sale,2024-09-26 14:03:27,true
40355,13407,walk-in,spring_sale,2025-04-14 01:32:51,false
40356,,Referal,service_reminder,2025-09-08 22:56:52,true
40357,15040,third_party_site,spring_sale,2026-05-24 23:14:22,false
40358,11507,phone,service_reminder,2024-07-26 20:50:57,false
40359,,THIRD_PARTY_SITE,service_reminder,2025-03-24 11:40:16,true
40360,14565,walk-in,0_apr_event,2025-10-26 03:07:09,true
40361,11852,PHONE,spring_sale,2026-05-14 14:18:00,false
40362,12299,walk-in,trade_in_bonus,2026-07-04 10:41:22,true
40363,11271,web,0_apr_event,2025-05-12 07:44:49,false
40364,10325,phone,trade_in_bonus,2026-02-17 02:21:51,false
40365,14208,Referal,trade_in_bonus,2026-06-27 07:31:38,true
40366,13784,walk-in,0_apr_event,2024-07-28 14:49:15,true
40367,11698,WALK-IN,service_reminder,2025-12-10 06:24:54,true
40368,12687,referral,spring_sale,2026-01-19 19:57:52,false
40369,12039,third_party_site ,service_reminder,2024-08-28 19:39:09,false
40370,10699,third_party_site,0_apr_event,2026-06-02 01:33:52,false
40371,13724,third_party_site,spring_sale,2026-03-27 01:28:21,false
40372,14703,walk-in ,service_reminder,2025-11-23 21:57:32,true
40373,14905,THIRD_PARTY_SITE,service_reminder,2025-04-04 03:42:42,false
40374,12995,web ,0_apr_event,2025-10-07 09:42:01,true
40375,12957,web,service_reminder,2025-12-19 16:53:00,false
40376,15056,third_party_site,trade_in_bonus,2024-12-31 10:07:04,true
40377,11187,web,trade_in_bonus,2025-03-20 02:51:07,false
40378,14099,web ,trade_in_bonus,2025-07-15 21:25:19,true
40379,13071,phone,0_apr_event,2025-04-26 18:02:34,true
40380,10684,Referal,spring_sale,2025-10-18 10:07:45,true
40381,11638,walk-in ,trade_in_bonus,2025-02-11 19:42:02,true
40382,13562,WALK-IN,service_reminder,2025-01-13 12:28:16,true
40383,11697,web,0_apr_event,2025-09-06 09:55:32,true
40384,13266,WALK-IN,spring_sale,2026-02-20 12:20:27,false
40385,10430,THIRD_PARTY_SITE,trade_in_bonus,2025-04-08 23:39:57,true
40386,,phone,service_reminder,2025-06-08 08:14:37,true
40387,14769,referral ,service_reminder,2026-04-03 07:05:12,false
40388,,web ,spring_sale,2025-12-25 03:09:17,true
40389,10096,web ,service_reminder,2024-10-10 08:43:23,false
40390,11907,REFERRAL,service_reminder,2026-02-07 16:52:18,true
40391,13024,web,service_reminder,2025-09-01 21:01:33,true
40392,12161,WEB,spring_sale,2024-07-30 21:36:55,true
40393,14320,phone,spring_sale,2025-06-07 09:43:46,true
40394,12675,phone,trade_in_bonus,2024-09-30 04:10:50,false
40395,11584,Referal,service_reminder,2026-06-05 21:36:33,false
40396,12466,third_party_site,0_apr_event,2025-12-08 19:32:28,false
40397,12762,WALK-IN,trade_in_bonus,2026-04-23 09:59:14,false
40398,15113,third_party_site,0_apr_event,2026-03-17 09:57:25,true
40399,11000,Referal,spring_sale,2025-11-21 14:54:25,false
40400,14538,walk-in,service_reminder,2025-06-14 23:29:42,true
40401,10929,web,0_apr_event,2026-05-20 09:06:18,true
40402,10951,walk-in ,0_apr_event,2024-12-01 00:31:35,false
40403,13412,PHONE,spring_sale,2026-05-25 14:26:34,true
40404,13850,referral,spring_sale,2026-05-20 04:39:41,false
40405,12632,referral ,spring_sale,2025-01-12 11:13:00,false
40406,10041,walk-in ,spring_sale,2024-08-10 23:28:19,true
40407,10744,phone,spring_sale,2025-07-02 06:54:49,false
40408,,WEB,spring_sale,2026-01-31 15:19:18,true
40409,11030,PHONE,trade_in_bonus,2024-11-02 23:12:32,true
40410,14280,web,trade_in_bonus,2024-08-24 00:39:53,true
40411,12605,phone,0_apr_event,2025-05-20 18:07:41,false
40412,10252,web,0_apr_event,2025-07-19 03:11:48,false
40413,13268,web,trade_in_bonus,2024-07-16 14:47:05,false
40414,13451,REFERRAL,0_apr_event,2025-09-28 10:48:55,true
40415,10572,web ,service_reminder,2025-06-24 08:40:28,false
40416,13243,PHONE,0_apr_event,2026-03-17 09:51:40,true
40417,10512,phone ,trade_in_bonus,2025-04-07 04:34:06,true
40418,13463,third_party_site ,service_reminder,2025-02-17 01:33:50,true
40419,14896,referral,0_apr_event,2024-08-24 18:31:07,true
40420,13462,phone ,trade_in_bonus,2024-11-03 16:30:29,true
40421,14058,Referal,0_apr_event,2026-01-05 05:06:28,false
40422,11914,web,0_apr_event,2024-11-22 04:17:59,false
40423,,web ,0_apr_event,2026-06-11 06:40:46,true
40424,11747,phone,trade_in_bonus,2024-12-06 20:29:08,false
40425,11984,web,service_reminder,2024-07-18 15:34:06,true
40426,14388,phone ,service_reminder,2024-11-30 06:04:59,false
